topic,category,participant_id,descriptions,difficulty_rating,image,is_data_visualization,languages,minivlat_answers,minivlat_time,reaction_times,self_understanding,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,CLIPScore,colour_terms,numbers_raw_count,hedge_terms,trend_terms
Maine Road,Maine Road / Early years,89bdf972e067482556a6bab2,"The image shows the capacity and attendance at Main road. The capacity had significantly decreased over the years, from around 850,000 just before 1925 to around 350,000 in most recent years. It reached its lowest at around 1995 at about 200,000, and has increased a little bit since. The highest has also decreased, and the average has continuously fluctuated between 400,000 and around 200,000.",3,train-0-28828.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.635866667,191213,2,17.82206667,Maine Road,0,first,10,71,Progressive capacity and attendances for Manchester City matches at Maine Road,,396,11,0,0.4871794872,,0.4360153079,0.08646543324,,,0.6836,0,12,7,5
Team building,Team building / Effectiveness,89bdf972e067482556a6bab2,"The bar graph shows the effects of team building strategies on different outcomes, including cognitive, affective, process, performance, and all. There was a low effectiveness on cognitive, and higher effects on affective, process, performance, and all, although none were very high.",5,train-0-30594.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.635866667,176486,2,17.82206667,Team building,1,first,10,53,"Effects of team building strategies on all four outcomes, with 10% and 90% credibility intervals [11]",,284,21,0,0.6875,,0.5740435123,-0.005725085735,,,0.8057,0,0,0,1
2014 Ontario general election,2014 Ontario general election / Opinion polls / General opinion polls,89bdf972e067482556a6bab2,"This line graph shows the evolution os voting intentions during the 2014 Ontario general election, with all the different dates on the x axis. Liberals and PCs had around the same, although both fluctuated and liberal ended with around 49 and PCs with around 31. NDPs were lower at around 24, and Green were the lowest at 5.",5,train-0-25953.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.635866667,235981,2,17.82206667,2014 Ontario general election,2,first,10,64,Evolution of voting intentions during the 2014 Ontario general election campaign. Dots represent results of individual polls. Lines connect successive polls by the same polling firm. Dashes on June 12 represent election results.,,325,37,0,0.6666666667,,0.5194855928,0.02434101328,,,0.742,0,5,4,2
Maine Road,Maine Road / Early years,f8277e7fa582066353a3628e,Graph of data visualization showing capacity and attendance for Manchester City matches at Maine Road from 1925-2004.,3,train-0-28828.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.385883333,129804,5,18.7444,Maine Road,0,first,12,18,Progressive capacity and attendances for Manchester City matches at Maine Road,,117,11,0,0.6,,0.7552555799,0.04869144037,,,0.832,0,2,0,0
Divorce law in Sweden,Divorce law in Sweden,f8277e7fa582066353a3628e,"Bar chart of data visualization showing collective divorce ages of Swedish women in 2010, counting the number of respondents and grouped by age bracket.",4,train-0-12627.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.385883333,150675,5,18.7444,Divorce law in Sweden,1,first,12,26,Divorce Ages of Women Sweden 2010,,153,6,0,0.5294117647,,0.7881947756,0.1180860177,,,0.9307,0,1,0,0
Income tax,Income tax / Around the world,f8277e7fa582066353a3628e,"Tiered bar chart data visualization showing 2021 income tax and payroll by OECD Country, depicting employee and employer social security contributions as a percentage of labor costs.",4,train-0-37794.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",8.385883333,220826,5,18.7444,Income tax,2,first,12,29,Payroll and income tax by OECD Country,,185,7,0,0.5714285714,,0.6192942858,0.05601570755,,,0.7573,0,1,0,0
Demographic dividend,Demographic dividend / Four mechanisms for growth in the demographic dividend,334a7959ec362e28f9e0cb80,"There is a line graph representing the ratio of working age to dependent population for various world regions. They include East Asia, USA, Sub-Saharan Africa, South Asia, and Europe. Trends indicate that the ratio is going down for most regions, but increasing in Sub-Saharan Africa (which indicates Africa's growing young population).",2,train-0-38794.png,TRUE,"English, Bengali","{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.08175,116278,4,12.55111667,Demographic dividend,0,first,12,62,"Inverse dependency ratio (workers per dependent) in world regions, 1950–2050 (historical and projected).",,336,19,0,0.5476190476,,0.509912014,0.06975364685,,,0.885,0,0,2,4
Tied aid,Tied aid / Costs to the recipients of aid,334a7959ec362e28f9e0cb80,"The bar graph indicates that if total value of aid is reduced by 20%, $7950 billion dollars of total aid will exist (roughly 90% of dollars). There will also be an atrophy of $922 billion dollars representing close to 10% of dollars.",4,train-0-38672.png,TRUE,"English, Bengali","{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.08175,96446,4,12.55111667,Tied aid,1,first,12,52,Value reduced by 20 %,,233,5,0,0.3513513514,,0.4263753891,0.01168178394,,,0.9077,0,5,2,1
Ebola virus epidemic in Sierra Leone,Ebola virus epidemic in Sierra Leone / 2014 Outbreak started / Spring 2014: Early cases,334a7959ec362e28f9e0cb80,"The bar graph shows the change in cases of Ebola in Sierra Leone over time in 2014 and 2015. Cases steadily increased from 70 or so from July 13th until reaching a peak of 750 or so cases on December 7th. Then, cases slowly drop over time into 2015.",2,train-0-9040.png,TRUE,"English, Bengali","{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.08175,136172,4,12.55111667,Ebola virus epidemic in Sierra Leone,2,first,12,53,The reported weekly cases of Ebola in Sierra Leone as listed on Wikipedia's 2014 Ebola Virus in West Africa timeline of reported cases and deaths; some values are interpolated.,,249,32,0,0.7045454545,,0.8280858994,0.08173329383,,,0.7354,0,5,2,3
Scottish independence,Scottish independence / History / 2014 independence referendum,172ea4b46d128c18bbeb1004,Blue=1500000 votes and Red=2000000 votes,4,train-0-40784.png,TRUE,English,"{'question1': 'True', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",14.57165,174437,4,31.68576667,Scottish independence,0,first,7,5,Referendum result,,40,2,0,0.4285714286,,0.3535180986,0.1228774861,,,0.7837,0,2,0,0
Bootstrapping populations,Bootstrapping populations / Algorithm,172ea4b46d128c18bbeb1004,distribution function of parameter A=9.91,5,train-0-21824.png,TRUE,English,"{'question1': 'True', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",14.57165,290735,4,31.68576667,Bootstrapping populations,1,first,7,5,"Cumulative distribution function of the parameter A of a uniform continuous random variable when statistic 
  
  
  
  
  s
  
  A
  
  
  =
  9.91
  
  
  {\displaystyle s_{A}=9.91}",,41,27,0,0.65625,,0.6689107418,0.05035230145,,,0.808,0,2,0,0
"Stainton, South Lakeland","Stainton, South Lakeland / Households",172ea4b46d128c18bbeb1004,1881=79 1891=81 1901=80 1921=78 1931=78 1951=86 1961=100 2001=121 2011=123,4,train-0-25679.jpg,TRUE,English,"{'question1': 'True', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",14.57165,241910,4,31.68576667,"Stainton, South Lakeland",2,first,7,9,"Total number of households in the parish of Stainton, South Lakeland between the years of 1881 and 2011 received from census data",,74,23,0,0.1388888889,,0.2532541752,0.1973114908,,,0.6016,0,18,0,0
Angus Maddison statistics of the ten largest economies by GDP (PPP),Angus Maddison statistics of the ten largest economies by GDP (PPP),d0c4f1fa589777d52c7d4cd9,"In the visualization depicted, the middle east share of the GDP has remain mostly stable with a sub 5 percent from the 16th century to 2008. India has fallen it's highest level from the first year of 32 percent to 7 percent. China's has also fallen through dramatic from it's peak of close to 30 percent during the 17th century, though it has recovered since 1974 slightly back up to around 20 percent. Western Europe has dropped slightly from it's peaks in the 19th century but maintains a slow but steady decline to around 20%. The United States of America has had a increase from 0 percent to around 20 percent, with the highest peak being in 1950 at around 27 percent.",1,train-0-22851.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.457266667,478935,4,36.2607,Angus Maddison statistics of the ten largest economies by GDP (PPP),0,first,10,135,The global contribution to world's GDP by major economies from 1 AD to 2008 AD according to Angus Maddison's estimates.[1],,673,26,0,0.5849056604,,0.4396543205,0.1096197367,,,0.8745,0,12,5,11
Scottish independence,Scottish independence / History / 2014 independence referendum,d0c4f1fa589777d52c7d4cd9,"In the referendum for Scottish independence in 2014, the bar graph depicts one million, five hundred thousand voting in favor of independence and 2 million against it.",1,train-0-40784.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.457266667,112538,4,36.2607,Scottish independence,1,first,10,30,Referendum result,,167,2,0,0.3793103448,,0.4654931426,0.07010472566,,,0.8813,0,2,0,0
Ebola virus epidemic in Sierra Leone,Ebola virus epidemic in Sierra Leone / 2014 Outbreak started / Spring 2014: Early cases,65801eb51fc75acfb09f95f5,The image is a bar chart that represents the data of the weekly cases in Ebola. The bar charts are green,4,train-0-9040.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '10.9%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",16.56325,269087,2,34.40713333,Ebola virus epidemic in Sierra Leone,0,first,9,22,The reported weekly cases of Ebola in Sierra Leone as listed on Wikipedia's 2014 Ebola Virus in West Africa timeline of reported cases and deaths; some values are interpolated.,,105,32,0,0.6216216216,,0.6181233525,0.0451968424,,,0.871,1,0,0,0
